StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Q1 ",Q2,Q3,QID49,QID50,QID51,QID52,QID54,QID55,QID71,QID56,QID57,QID58,QID59,QID60,QID61,QID62,QID63,QID64,QID65,QID72,QID66,QID67,QID68," "
2024-02-28 21:12:06,2024-02-28 21:16:21,IP Address,58.84.60.222,100,254,True,2024-02-28 21:16:21,R_4er54JEGjJDI8xQ,,,,,18.6161,73.7286,anonymous,EN,Female,Above 40,4,,,,,,,,,,,,Classic Humus,Caesar Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Latte,Espresso Martini,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 21:15:18,2024-02-28 21:18:01,IP Address,106.216.230.145,100,163,True,2024-02-28 21:18:02,R_4rqo9MeYLWmJ4Nb,,,,,12.9634,77.5855,anonymous,EN,Male,18-23,2,Classic Humus,Kale Salad with Cranberries,Bistro French Onion Soup,Mediterranean Veggie Sandwich,Original Berry Açaí,Traditional Vietnamese Coffee,Whiskey Sour,Margherita,Traditional Macaroni & Cheese,Classic Ramen Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 21:13:48,2024-02-28 21:29:19,IP Address,106.205.203.182,100,930,True,2024-02-28 21:29:19,R_4zIagjjqigArp4Z,,,,,26.9525,75.7105,anonymous,EN,Male,Above 40,3,Stuffed Capsicum,Tomato Couscous Salad,Authentic Roasted Pumpkin Soup,Mediterranean Veggie Sandwich,Green Smoothie Bowl,Black Coffee,Espresso Martini,Margherita,Traditional Macaroni & Cheese,Fried Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 21:17:50,2024-02-28 21:29:45,IP Address,106.221.234.2,100,715,True,2024-02-28 21:29:46,R_4rHhV67Q1K4c4Pa,,,,,28.652,77.1663,anonymous,EN,Female,18-23,2,Garlic Bread,Caesar Salad,Classic Tomato Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Iced Latte,Espresso Martini,Margherita,Spaghetti Carbonara,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 21:32:05,2024-02-28 21:36:11,IP Address,152.58.34.130,100,246,True,2024-02-28 21:36:12,R_41k1gRToKBAqFax,,,,,23.0276,72.5871,anonymous,EN,Male,Above 40,2,Dumplings,Tomato Couscous Salad,Classic Tomato Soup,Grilled Cheese,The Almond Butter Açaí Bowl,Macchiato Iced Coffee,Dry Martini,Pepperoni & Cheese Pizza,Pesto Pasta,Fried Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 19:53:33,2024-02-28 21:37:03,IP Address,106.194.196.247,100,6210,True,2024-02-28 21:37:04,R_4q3T5WQnsP7hnb8,,,,,19.0748,72.8856,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Dumplings,Tomato Couscous Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Traditional Vietnamese Coffee,Whiskey Sour,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 21:34:36,2024-02-28 21:37:08,IP Address,122.162.144.147,100,152,True,2024-02-28 21:37:08,R_4PTUsqd8boQp2Q4,,,,,28.652,77.1663,anonymous,EN,Male,Above 40,3,Stuffed Capsicum,Tomato Couscous Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Green Smoothie Bowl,Black Coffee,Whiskey Sour,Hawaiian Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 21:43:50,2024-02-28 21:45:37,IP Address,110.224.94.157,100,106,True,2024-02-28 21:45:37,R_4NLj3EAsfocb9sQ,,,,,12.8996,80.2209,anonymous,EN,Male,24-29,4,,,,,,,,,,,,Dumplings,Classic Potato Salad,Authentic Roasted Pumpkin Soup,Golden Crisp Grilled Cheese Delight,Tropical Mango Açaí,Traditional Vietnamese Coffee,Whiskey Sour,Hawaiian Pizza,Traditional Macaroni & Cheese,Staple Pad Thai Noodles,Biscoff Banana Pudding
2024-02-28 16:36:23,2024-02-28 21:49:45,IP Address,49.207.240.152,100,18801,True,2024-02-28 21:49:46,R_4PoN6zbCvZmp9cg,,,,,12.9634,77.5855,anonymous,EN,Female,Above 40,3,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Classic Potato Salad,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Vibrant Green Energy Smoothie Bowl,Iced Matcha,Mojito,Barbecue Chicken Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 21:41:52,2024-02-28 21:51:03,IP Address,49.33.217.51,100,550,True,2024-02-28 21:51:03,R_4uVfBWAuk5bm7sJ,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,2,,,,,,,,,,,,Stuffed Capsicum,Caesar Salad,Broccoli Cheddar Soup,Golden Crisp Grilled Cheese Delight,Original Berry Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,Creamy Crispy Pancetta & Aged Parmesan Pasta,Crispy Stir-Fried Noodles with Soy Glaze,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-28 21:39:28,2024-02-28 21:53:48,IP Address,106.200.163.90,100,859,True,2024-02-28 21:53:48,R_4Mofy6HWCCuae8i,,,,,17.3724,78.4378,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Dumplings,Tomato Couscous Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Bold Awakening Black Coffee,Mojito,Barbecue Chicken Pizza,Gnocchi Tomato Sauce,Crispy Stir-Fried Noodles with Soy Glaze,Classic Tiramisu
2024-02-28 21:52:53,2024-02-28 21:56:13,IP Address,59.178.228.174,100,200,True,2024-02-28 21:56:14,R_4HwssYybOvspCqH,,,,,30.674,76.7249,anonymous,EN,Male,Above 40,5,,,,,,,,,,,,Stuffed Capsicum,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Macchiato Iced Coffee,Whiskey Sour,Barbecue Chicken Pizza,Gnocchi Tomato Sauce,Crispy Stir-Fried Noodles with Soy Glaze,Lemon Pudding
2024-02-28 21:57:55,2024-02-28 22:00:25,IP Address,122.161.53.193,100,150,True,2024-02-28 22:00:26,R_4hlTdWBbCyx3Icx,,,,,28.6145,77.3063,anonymous,EN,Male,24-29,3,,,,,,,,,,,,Garlic Bread,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,The Almond Butter Açaí Bowl,Iced Latte,Whiskey Sour,Original New York Style Pizza,Gnocchi Tomato Sauce,Crispy Stir-Fried Noodles with Soy Glaze,Biscoff Banana Pudding
2024-02-28 22:02:46,2024-02-28 22:04:43,IP Address,106.221.239.34,100,116,True,2024-02-28 22:04:43,R_44nPPrKKPUKP8B9,,,,,28.6542,77.2373,anonymous,EN,Male,Above 40,4,,,,,,,,,,,,Stuffed Capsicum,Classic Potato Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Hawaiian Pizza,Pesto Pasta,Classic Ramen Noodles,Lemon Pudding
2024-02-28 22:06:12,2024-02-28 22:10:04,IP Address,103.179.0.77,100,232,True,2024-02-28 22:10:04,R_4Gy2I9T68Kf8PKl,,,,,26.9525,75.7105,anonymous,EN,Male,Above 40,3,,,,,,,,,,,,Dumplings,Classic Potato Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Original Berry Açaí,Macchiato Iced Coffee,Whiskey Sour,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Traditional Macaroni & Cheese,Crispy Stir-Fried Noodles with Soy Glaze,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 22:05:38,2024-02-28 22:10:56,IP Address,182.69.183.184,100,317,True,2024-02-28 22:10:56,R_4Uckw1TzeeDc72S,,,,,28.652,77.1663,anonymous,EN,Male,Above 40,3,Dumplings,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Green Smoothie Bowl,Macchiato Iced Coffee,Mojito,Hawaiian Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 22:06:50,2024-02-28 22:11:54,IP Address,110.226.177.178,100,303,True,2024-02-28 22:11:54,R_4Enjd3YaQykzamC,,,,,19.0748,72.8856,anonymous,EN,Male,Above 40,2,Dumplings,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Iced Latte,Espresso Martini,Original New York Style Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Lemon Pudding,,,,,,,,,,,
2024-02-28 22:08:59,2024-02-28 22:16:00,IP Address,103.186.40.230,100,421,True,2024-02-28 22:16:01,R_4FFYRLB4p0Q36F3,,,,,12.9634,77.5855,anonymous,EN,Female,18-23,3,Dumplings,Kale Salad with Cranberries,Slow-Cooker Vegetable Soup,Original Grilled Chicken Sandwich,Peanut Butter & Jam Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,Spaghetti Carbonara,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 22:13:09,2024-02-28 22:18:00,IP Address,180.94.34.4,100,291,True,2024-02-28 22:18:01,R_49MqnbN0Bui3Wxj,,,,,28.6542,77.2373,anonymous,EN,Male,Above 40,2,Garlic Bread,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Green Smoothie Bowl,Black Coffee,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 22:04:16,2024-02-28 22:20:40,IP Address,49.32.187.133,100,983,True,2024-02-28 22:20:41,R_40y19u7ojs9RNLP,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,2,Bruschetta,Pasta Salad,Broccoli Cheddar Soup,Mediterranean Veggie Sandwich,Original Berry Açaí,Black Coffee,Negroni,Pepperoni & Cheese Pizza,Pesto Pasta,Classic Ramen Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 22:18:35,2024-02-28 22:21:02,IP Address,152.58.231.26,100,147,True,2024-02-28 22:21:02,R_4XleZYIDcXiNMVX,,,,,12.9634,77.5855,anonymous,EN,Female,24-29,4,Garlic Bread,Pasta Salad,Classic Tomato Soup,Grilled Cheese,Tropical Mango Açaí,Black Coffee,Mojito,Margherita,Pesto Pasta,Fried Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 22:28:29,2024-02-28 22:31:43,IP Address,49.36.139.159,100,194,True,2024-02-28 22:31:44,R_4mBEPBUsJiCrlaV,,,,,28.6542,77.2373,anonymous,EN,Male,24-29,3,,,,,,,,,,,,Garlic Bread,Kale Salad with Cranberries,Authentic Roasted Pumpkin Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 22:30:12,2024-02-28 22:32:33,IP Address,106.222.220.50,100,140,True,2024-02-28 22:32:34,R_4B4QAbc7zPrHxfz,,,,,12.8996,80.2209,anonymous,EN,Male,18-23,3,Garlic Bread,Tomato Couscous Salad,Slow-Cooker Vegetable Soup,Grilled Cheese,Tropical Mango Açaí,Black Coffee,Mojito,Margherita,Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 22:30:25,2024-02-28 22:34:18,IP Address,71.235.135.182,100,233,True,2024-02-28 22:34:19,R_5sbhgFyGDIRUMgh,,,,,42.3399,-71.1245,anonymous,EN,Male,24-29,2,Dumplings,Kale Salad with Cranberries,Slow-Cooker Vegetable Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Macchiato Iced Coffee,Mojito,Original New York Style Pizza,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 22:37:04,2024-02-28 22:39:04,IP Address,110.224.119.213,100,119,True,2024-02-28 22:39:04,R_4mafIsgnWq5ntT0,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,3,Dumplings,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Original Berry Açaí,Macchiato Iced Coffee,Negroni,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-28 22:39:44,2024-02-28 22:42:20,IP Address,49.37.182.200,100,156,True,2024-02-28 22:42:21,R_4tx9AihGu5WFHrI,,,,,12.9634,77.5855,anonymous,EN,Male,24-29,4,Stuffed Capsicum,Caesar Salad,Slow-Cooker Vegetable Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Matcha,Whiskey Sour,Hawaiian Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 21:58:32,2024-02-28 22:43:46,IP Address,152.58.65.88,100,2714,True,2024-02-28 22:43:47,R_4dowRSE74SCnjDO,,,,,28.6542,77.2373,anonymous,EN,Female,18-23,3,Bruschetta,Pasta Salad,Broccoli Cheddar Soup,Classic Shawarma Wrap,The Almond Butter Açaí Bowl,Iced Latte,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 22:51:53,2024-02-28 22:52:53,IP Address,156.146.98.2,100,60,True,2024-02-28 22:52:54,R_7ByVJbClxBvciF7,,,,,42.3474,-71.1582,anonymous,EN,Male,18-23,1,,,,,,,,,,,,Dumplings,Caesar Salad,Broccoli Cheddar Soup,Golden Crisp Grilled Cheese Delight,Tropical Mango Açaí,Traditional Vietnamese Coffee,Espresso Martini,Barbecue Chicken Pizza,Pesto Pasta,Eggplant Noodles,Lemon Pudding
2024-02-28 23:09:38,2024-02-28 23:11:46,IP Address,146.115.90.205,100,127,True,2024-02-28 23:11:46,R_5kHyFFqDjlZ2WOK,,,,,42.3634,-71.0713,anonymous,EN,Male,24-29,1,Dumplings,Caesar Salad,Broccoli Cheddar Soup,Mediterranean Veggie Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Margherita,Traditional Macaroni & Cheese,Fried Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 23:11:14,2024-02-28 23:15:48,IP Address,76.53.236.141,100,274,True,2024-02-28 23:15:49,R_3ScMY3AWUdhQC09,,,,,32.8509,-117.2722,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Dumplings,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Iced Latte,Negroni,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Crispy Stir-Fried Noodles with Soy Glaze,Chocolate Mousse with Vanilla Ice-cream
2024-02-28 23:33:54,2024-02-28 23:36:18,IP Address,61.95.233.102,100,144,True,2024-02-28 23:36:19,R_4MyRSzhEpQAVrEK,,,,,21.9974,79.0011,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Dumplings,Sun-Kissed Veggie Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Whiskey Sour,Pepperoni & Cheese Pizza,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-28 23:42:13,2024-02-28 23:43:52,IP Address,49.36.10.125,100,99,True,2024-02-28 23:43:53,R_4rly7TCH2iaePfr,,,,,19.0748,72.8856,anonymous,EN,Male,24-29,3,Classic Humus,Pasta Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Iced Latte,Whiskey Sour,Barbecue Chicken Pizza,Spaghetti Carbonara,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-28 23:02:52,2024-02-28 23:46:09,IP Address,103.177.112.237,100,2597,True,2024-02-28 23:46:10,R_4Qhz8UqPAB92Rb7,,,,,19.0748,72.8856,anonymous,EN,Female,24-29,5,Garlic Bread,Kale Salad with Cranberries,Broccoli Cheddar Soup,Grilled Cheese,Original Berry Açaí,Traditional Vietnamese Coffee,Mojito,Original New York Style Pizza,Spaghetti Carbonara,Classic Ramen Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-28 23:49:33,2024-02-28 23:55:39,IP Address,42.108.74.42,100,365,True,2024-02-28 23:55:40,R_41aPR5P2dn0zkh5,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,2,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Bold Awakening Black Coffee,Whiskey Sour,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Gnocchi Tomato Sauce,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 23:52:50,2024-02-28 23:56:26,IP Address,49.205.37.142,100,216,True,2024-02-28 23:56:27,R_4EbOJSmUoe3i3UL,,,,,12.9634,77.5855,anonymous,EN,Female,24-29,3,,,,,,,,,,,,Cherry Tomato & Basil Crostini,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Traditional Vietnamese Coffee,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Pesto Pasta,Staple Pad Thai Noodles,Classic Tiramisu
2024-02-28 23:53:44,2024-02-28 23:57:39,IP Address,171.76.80.253,100,234,True,2024-02-28 23:57:40,R_42nM0xEdf2KYZDr,,,,,12.9634,77.5855,anonymous,EN,Male,18-23,2,,,,,,,,,,,,Classic Humus,Caesar Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,The Almond Butter Açaí Bowl,Iced Latte,Mojito,Pepperoni & Cheese Pizza,Pesto Pasta,Classic Ramen Noodles,Classic Tiramisu
2024-02-29 00:03:57,2024-02-29 00:14:08,IP Address,122.162.145.180,100,610,True,2024-02-29 00:14:15,R_4c8jEeUUFzaAhAB,,,,,28.652,77.1663,anonymous,EN,Female,Above 40,3,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Golden Crisp Grilled Cheese Delight,Vibrant Green Energy Smoothie Bowl,Macchiato Iced Coffee,Mojito,Pepperoni & Cheese Pizza,Traditional Macaroni & Cheese,Crispy Stir-Fried Noodles with Soy Glaze,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 00:16:20,2024-02-29 00:20:34,IP Address,223.228.221.144,100,253,True,2024-02-29 00:20:34,R_4nO99pSFja9nYgQ,,,,,28.6542,77.2373,anonymous,EN,Male,24-29,3,Classic Humus,Pasta Salad,Classic Tomato Soup,Grilled Cheese,Original Berry Açaí,Black Coffee,Whiskey Sour,Margherita,Traditional Macaroni & Cheese,Fried Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 00:40:08,2024-02-29 00:43:52,IP Address,27.123.249.212,100,223,True,2024-02-29 00:43:53,R_4prMKhB09AlNGTN,,,,,30.3275,78.0325,anonymous,EN,Male,18-23,3,Dumplings,Caesar Salad,Classic Tomato Soup,Classic Shawarma Wrap,Original Berry Açaí,Iced Matcha,Whiskey Sour,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-29 00:53:23,2024-02-29 00:55:45,IP Address,95.90.255.220,100,142,True,2024-02-29 00:55:46,R_1K1fWGJ3e8o3MxX,,,,,53.5494,9.9781,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Garlic Bread,Classic Potato Salad,Broccoli Cheddar Soup,Golden Crisp Grilled Cheese Delight,Original Berry Açaí,Iced Latte,Mojito,Original New York Style Pizza,Traditional Macaroni & Cheese,Crispy Stir-Fried Noodles with Soy Glaze,Classic Tiramisu
2024-02-29 01:54:38,2024-02-29 01:57:05,IP Address,49.32.175.79,100,146,True,2024-02-29 01:57:05,R_4QH5tlNjhb7nt0L,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,3,Garlic Bread,Pasta Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Black Coffee,Mojito,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 02:36:45,2024-02-29 02:37:57,IP Address,146.196.32.89,100,71,True,2024-02-29 02:37:57,R_4WUqqFq4tq6UJqI,,,,,28.6542,77.2373,anonymous,EN,Male,18-23,3,,,,,,,,,,,,Stuffed Capsicum,Classic Potato Salad,Bistro French Onion Soup,Bacon Lettuce Tomato Wrap,Peanut Butter & Jam Açaí,Traditional Vietnamese Coffee,Dry Martini,Barbecue Chicken Pizza,Traditional Macaroni & Cheese,Cold Noodles,Classic Tiramisu
2024-02-29 03:09:24,2024-02-29 03:14:15,IP Address,61.0.8.225,100,291,True,2024-02-29 03:14:16,R_41ZPMYGq2N3kS4c,,,,,30.3388,76.3906,anonymous,EN,Female,18-23,3,Dumplings,Caesar Salad,Bistro French Onion Soup,Original Grilled Chicken Sandwich,Tropical Mango Açaí,Iced Latte,Mojito,Hawaiian Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 03:27:29,2024-02-29 03:32:01,IP Address,110.224.119.240,100,272,True,2024-02-29 03:32:02,R_4gUxa8zivz24Erg,,,,,19.0748,72.8856,anonymous,EN,Male,18-23,3,Garlic Bread,Classic Potato Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Tropical Mango Açaí,Black Coffee,Negroni,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Mini New York Cheesecake,,,,,,,,,,,
2024-02-29 03:56:31,2024-02-29 03:59:22,IP Address,103.95.165.220,100,170,True,2024-02-29 03:59:22,R_4WSe8wMxTWHlKKW,,,,,28.652,77.1663,anonymous,EN,Male,18-23,3,Dumplings,Pasta Salad,Classic Tomato Soup,Grilled Cheese,Tropical Mango Açaí,Iced Latte,Espresso Martini,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 04:43:34,2024-02-29 04:47:34,IP Address,37.228.248.201,100,240,True,2024-02-29 04:47:35,R_4mb2lNrEopHOLx1,,,,,53.3641,-6.2923,anonymous,EN,Male,Above 40,5,,,,,,,,,,,,Garlic Bread,Caesar Salad,Broccoli Cheddar Soup,Original Grilled Chicken Sandwich,Peanut Butter & Jam Açaí,Bold Awakening Black Coffee,Mojito,Barbecue Chicken Pizza,One-Pan Chicken Alfredo Penne,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 05:18:06,2024-02-29 05:19:33,IP Address,103.126.32.175,100,87,True,2024-02-29 05:19:34,R_42MZeIDGG6R8cHn,,,,,28.652,77.1663,anonymous,EN,Female,18-23,5,Classic Humus,Caesar Salad,Classic Tomato Soup,Original Grilled Chicken Sandwich,Original Berry Açaí,Traditional Vietnamese Coffee,Mojito,Margherita,Traditional Macaroni & Cheese,Classic Ramen Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 05:48:42,2024-02-29 05:51:01,IP Address,141.70.47.126,100,139,True,2024-02-29 05:51:02,R_2fVFyMXtlrh1oyH,,,,,48.0211,7.8177,anonymous,EN,Male,24-29,3,,,,,,,,,,,,Garlic Bread,Classic Potato Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Vibrant Green Energy Smoothie Bowl,Iced Matcha,Mojito,"Authentic Fresh Basil, Mozzarella, & Tomato Sauce",Traditional Macaroni & Cheese,Classic Ramen Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 05:54:48,2024-02-29 05:57:38,IP Address,110.44.11.218,100,170,True,2024-02-29 05:57:39,R_4NrHTXjJMehI0sV,,,,,19.0748,72.8856,anonymous,EN,Female,24-29,3,Garlic Bread,Kale Salad with Cranberries,Classic Tomato Soup,Bacon Lettuce Tomato Wrap,Original Berry Açaí,Black Coffee,Whiskey Sour,Pepperoni & Cheese Pizza,One-Pan Chicken Alfredo Penne,Fried Noodles,Classic Tiramisu,,,,,,,,,,,
2024-02-29 06:27:45,2024-02-29 06:32:00,IP Address,108.26.230.197,100,254,True,2024-02-29 06:32:00,R_62nXYIh2fWDOIhG,,,,,42.3291,-71.1815,anonymous,EN,Male,24-29,3,,,,,,,,,,,,Garlic Bread,Sun-Kissed Veggie Pasta Salad,Classic Tomato Soup,Mediterranean Veggie Sandwich,Peanut Butter & Jam Açaí,Macchiato Iced Coffee,Mojito,Original New York Style Pizza,Traditional Macaroni & Cheese,Classic Ramen Noodles,Velvety Mini Cheesecake with a Graham Cracker Crust
2024-02-29 04:23:28,2024-02-29 06:42:46,IP Address,223.189.35.6,100,8357,True,2024-02-29 06:42:46,R_44FV1dAgBLDKMP7,,,,,19.0748,72.8856,anonymous,EN,Female,18-23,3,Classic Humus,Pasta Salad,Broccoli Cheddar Soup,Grilled Cheese,Tropical Mango Açaí,Iced Latte,Espresso Martini,Pepperoni & Cheese Pizza,Traditional Macaroni & Cheese,Staple Pad Thai Noodles,Biscoff Banana Pudding,,,,,,,,,,,
2024-02-29 06:40:36,2024-02-29 06:43:29,IP Address,59.178.170.71,100,172,True,2024-02-29 06:43:29,R_4JX9kzUIS7yLZbn,,,,,28.4927,77.5358,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Dumplings,Sun-Kissed Veggie Pasta Salad,Bistro French Onion Soup,Classic Shawarma Wrap,Original Berry Açaí,Macchiato Iced Coffee,Negroni,Original New York Style Pizza,One-Pan Chicken Alfredo Penne,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream
2024-02-29 06:58:09,2024-02-29 06:59:53,IP Address,73.100.116.245,100,103,True,2024-02-29 06:59:53,R_1qvxhn9xkhXxG5E,,,,,42.2783,-71.1593,anonymous,EN,Male,18-23,3,Garlic Bread,Pasta Salad,Slow-Cooker Vegetable Soup,Original Grilled Chicken Sandwich,The Almond Butter Açaí Bowl,Macchiato Iced Coffee,Mojito,Original New York Style Pizza,Pesto Pasta,Fried Noodles,Chocolate Mousse with Vanilla Ice-cream,,,,,,,,,,,
2024-02-29 07:10:18,2024-02-29 07:14:14,IP Address,49.207.209.241,100,235,True,2024-02-29 07:14:14,R_4AlnwhOcV7WdBOV,,,,,12.9634,77.5855,anonymous,EN,Female,18-23,3,,,,,,,,,,,,Dumplings,Caesar Salad,Rustic Farmstand Veggie Soup,Original Grilled Chicken Sandwich,Vibrant Green Energy Smoothie Bowl,Macchiato Iced Coffee,Mojito,Barbecue Chicken Pizza,Traditional Macaroni & Cheese,Staple Pad Thai Noodles,Chocolate Mousse with Vanilla Ice-cream
